"YEAR","SERIAL","MONTH","HWTFINL","CPSID","ASECFLAG","ASECWTH","STATEFIP","COUNTY","PERNUM","WTFINL","CPSIDP","ASECWT","VOWHYNOT","VOYNOTREG","VOTEHOW","VOTEWHEN","VOREGHOW","VOTERES","VOTERESP","VOTED","VOREG","VOSUPPWT"
2010,5531,1,1768.3102,20091205275300,,,27,0,1,1768.3102,20091205275301,,,,,,,,,,,
2010,5531,1,1768.3102,20091205275300,,,27,0,2,1625.8526,20091205275302,,,,,,,,,,,
2010,5531,1,1768.3102,20091205275300,,,27,0,3,2066.1032,20091205275303,,,,,,,,,,,
2010,5531,1,1768.3102,20091205275300,,,27,0,4,1996.8906,20091205275304,,,,,,,,,,,
2010,5532,1,1667.7181,20091106720100,,,27,0,1,1667.7181,20091106720101,,,,,,,,,,,
2010,5533,1,1370.3338,20081003468300,,,27,0,1,1370.3338,20081003468301,,,,,,,,,,,
2010,5533,1,1370.3338,20081003468300,,,27,0,2,1328.1942,20081003468302,,,,,,,,,,,
2010,5534,1,1594.5709,20081103193200,,,27,0,1,1594.5709,20081103193201,,,,,,,,,,,
2010,5535,1,1720.5334,20081203443200,,,27,0,1,1572.4408,20081203443201,,,,,,,,,,,
2010,5535,1,1720.5334,20081203443200,,,27,0,2,1720.5334,20081203443202,,,,,,,,,,,
2010,5536,1,1774.8373,20081202210600,,,27,0,1,1774.8373,20081202210601,,,,,,,,,,,
2010,5537,1,1545.7825,20091002236400,,,27,0,1,1545.7825,20091002236401,,,,,,,,,,,
2010,5537,1,1545.7825,20091002236400,,,27,0,2,1753.8814,20091002236402,,,,,,,,,,,
2010,5538,1,1568.2166,20091005170500,,,27,0,1,1568.2166,20091005170501,,,,,,,,,,,
2010,5538,1,1568.2166,20091005170500,,,27,0,2,1742.2507,20091005170502,,,,,,,,,,,
2010,5538,1,1568.2166,20091005170500,,,27,0,3,1463.6064,20091005170503,,,,,,,,,,,
2010,5539,1,1413.5847,20091005170600,,,27,0,1,1413.5847,20091005170601,,,,,,,,,,,
2010,5539,1,1413.5847,20091005170600,,,27,0,2,1398.0293,20091005170602,,,,,,,,,,,
2010,5539,1,1413.5847,20091005170600,,,27,0,3,1742.2507,20091005170603,,,,,,,,,,,
2010,5540,1,1682.0983,20091005532500,,,27,0,1,1682.0983,20091005532501,,,,,,,,,,,
2010,5541,1,1413.5847,20091004465800,,,27,0,1,1607.5973,20091004465801,,,,,,,,,,,
2010,5541,1,1413.5847,20091004465800,,,27,0,2,1413.5847,20091004465802,,,,,,,,,,,
2010,5542,1,1702.6272,20091104693500,,,27,0,1,1748.975,20091104693501,,,,,,,,,,,
2010,5542,1,1702.6272,20091104693500,,,27,0,2,1702.6272,20091104693502,,,,,,,,,,,
2010,5542,1,1702.6272,20091104693500,,,27,0,3,1512.0711,20091104693503,,,,,,,,,,,
2010,5543,1,1795.4223,20091102437600,,,27,0,1,1559.7956,20091102437601,,,,,,,,,,,
2010,5543,1,1795.4223,20091102437600,,,27,0,2,1795.4223,20091102437602,,,,,,,,,,,
2010,5543,1,1795.4223,20091102437600,,,27,0,3,1854.7591,20091102437603,,,,,,,,,,,
2010,5544,1,1422.8683,20091005880100,,,27,0,1,1422.8683,20091005880101,,,,,,,,,,,
2010,5545,1,1780.7589,20091102438400,,,27,0,1,1780.7589,20091102438401,,,,,,,,,,,
2010,5545,1,1780.7589,20091102438400,,,27,0,2,1688.0159,20091102438402,,,,,,,,,,,
2010,5546,1,1509.8466,20091002238300,,,27,0,1,1509.8466,20091002238301,,,,,,,,,,,
2010,5547,1,1353.4084,20081003533400,,,27,0,1,1353.4084,20081003533401,,,,,,,,,,,
2010,5548,1,1347.4467,20081003532500,,,27,0,1,1422.8683,20081003532501,,,,,,,,,,,
2010,5548,1,1347.4467,20081003532500,,,27,0,2,1347.4467,20081003532502,,,,,,,,,,,
2010,5549,1,1768.3002,20091202351800,,,27,0,1,1768.3002,20091202351801,,,,,,,,,,,
2010,5550,1,1400.4506,20081003559900,,,27,0,1,1357.8365,20081003559901,,,,,,,,,,,
2010,5550,1,1400.4506,20081003559900,,,27,0,2,1400.4506,20081003559902,,,,,,,,,,,
2010,5551,1,1813.2319,20081104285000,,,27,27123,1,1813.2319,20081104285001,,,,,,,,,,,
2010,5551,1,1813.2319,20081104285000,,,27,27123,2,1581.4578,20081104285002,,,,,,,,,,,
2010,5552,1,1413.5847,20091004469900,,,27,27123,1,1413.5847,20091004469901,,,,,,,,,,,
2010,5552,1,1413.5847,20091004469900,,,27,27123,2,1482.554,20091004469902,,,,,,,,,,,
2010,5553,1,1795.4223,20091103700300,,,27,27137,1,1795.4223,20091103700301,,,,,,,,,,,
2010,5554,1,1567.584,20081205124400,,,27,0,1,1567.584,20081205124401,,,,,,,,,,,
2010,5555,1,1634.7128,20081003530400,,,27,0,1,1634.7128,20081003530401,,,,,,,,,,,
2010,5555,1,1634.7128,20081003530400,,,27,0,2,1851.2946,20081003530402,,,,,,,,,,,
2010,5555,1,1634.7128,20081003530400,,,27,0,3,1675.0692,20081003530404,,,,,,,,,,,
2010,5555,1,1634.7128,20081003530400,,,27,0,4,1459.9745,20081003530403,,,,,,,,,,,
2010,5555,1,1634.7128,20081003530400,,,27,0,5,1714.0295,20081003530405,,,,,,,,,,,
2010,5556,1,1691.642,20091102446000,,,27,0,1,1691.642,20091102446001,,,,,,,,,,,
2010,5557,1,1691.642,20091102446100,,,27,0,1,1691.642,20091102446101,,,,,,,,,,,
2010,7290,1,1437.1929,20081003442700,,,27,27003,1,1552.4714,20081003442701,,,,,,,,,,,
2010,7290,1,1437.1929,20081003442700,,,27,27003,2,1437.1929,20081003442702,,,,,,,,,,,
2010,7291,1,1697.3683,20091102747800,,,27,0,1,1697.3683,20091102747801,,,,,,,,,,,
2010,7291,1,1697.3683,20091102747800,,,27,0,2,1765.2633,20091102747802,,,,,,,,,,,
2010,7292,1,1521.5487,20091003727500,,,27,0,1,1642.3427,20091003727501,,,,,,,,,,,
2010,7292,1,1521.5487,20091003727500,,,27,0,2,1521.5487,20091003727502,,,,,,,,,,,
2010,7292,1,1521.5487,20091003727500,,,27,0,3,1312.3844,20091003727503,,,,,,,,,,,
2010,7292,1,1521.5487,20091003727500,,,27,0,4,1230.0103,20091003727504,,,,,,,,,,,
2010,7293,1,1741.9931,20091102749100,,,27,0,1,1498.4746,20091102749101,,,,,,,,,,,
2010,7293,1,1741.9931,20091102749100,,,27,0,2,1741.9931,20091102749102,,,,,,,,,,,
2010,7293,1,1741.9931,20091102749100,,,27,0,3,1848.5664,20091102749103,,,,,,,,,,,
2010,7293,1,1741.9931,20091102749100,,,27,0,4,1957.9123,20091102749104,,,,,,,,,,,
2010,7294,1,1432.7539,20091005342000,,,27,0,1,1432.7539,20091005342001,,,,,,,,,,,
2010,7294,1,1432.7539,20091005342000,,,27,0,2,1509.8466,20091005342002,,,,,,,,,,,
2010,7294,1,1432.7539,20091005342000,,,27,0,3,1823.2809,20091005342003,,,,,,,,,,,
2010,7295,1,1055.7141,20091002536900,,,27,27037,1,1157.063,20091002536901,,,,,,,,,,,
2010,7295,1,1055.7141,20091002536900,,,27,27037,2,1055.7141,20091002536902,,,,,,,,,,,
2010,7295,1,1055.7141,20091002536900,,,27,27037,3,1031.8259,20091002536903,,,,,,,,,,,
2010,7295,1,1055.7141,20091002536900,,,27,27037,4,1159.6989,20091002536904,,,,,,,,,,,
2010,7295,1,1055.7141,20091002536900,,,27,27037,5,1116.1734,20091002536905,,,,,,,,,,,
2010,7296,1,1351.0684,20091005343000,,,27,0,1,1351.0684,20091005343001,,,,,,,,,,,
2010,7297,1,1366.1013,20091002537200,,,27,0,1,1351.0684,20091002537201,,,,,,,,,,,
2010,7297,1,1366.1013,20091002537200,,,27,0,2,1366.1013,20091002537202,,,,,,,,,,,
2010,7298,1,1858.6236,20091202677600,,,27,0,1,1635.4036,20091202677601,,,,,,,,,,,
2010,7298,1,1858.6236,20091202677600,,,27,0,2,1858.6236,20091202677602,,,,,,,,,,,
2010,7299,1,1720.5334,20091204696600,,,27,0,1,1726.9844,20091204696601,,,,,,,,,,,
2010,7299,1,1720.5334,20091204696600,,,27,0,2,1720.5334,20091204696602,,,,,,,,,,,
2010,7300,1,1804.8519,20091204696700,,,27,0,1,1804.8519,20091204696701,,,,,,,,,,,
2010,7300,1,1804.8519,20091204696700,,,27,0,2,1726.9844,20091204696702,,,,,,,,,,,
2010,7300,1,1804.8519,20091204696700,,,27,0,3,1809.3532,20091204696703,,,,,,,,,,,
2010,7300,1,1804.8519,20091204696700,,,27,0,4,1618.0112,20091204696704,,,,,,,,,,,
2010,7301,1,1017.6755,20081003404100,,,27,0,1,1017.6755,20081003404101,,,,,,,,,,,
2010,7301,1,1017.6755,20081003404100,,,27,0,2,1001.0581,20081003404102,,,,,,,,,,,
2010,7302,1,1568.2166,20091003730100,,,27,0,1,1568.2166,20091003730101,,,,,,,,,,,
2010,7302,1,1568.2166,20091003730100,,,27,0,2,1647.7678,20091003730102,,,,,,,,,,,
2010,7302,1,1568.2166,20091003730100,,,27,0,3,1310.4528,20091003730103,,,,,,,,,,,
2010,7302,1,1568.2166,20091003730100,,,27,0,4,1689.0063,20091003730104,,,,,,,,,,,
2010,7302,1,1568.2166,20091003730100,,,27,0,5,1479.1272,20091003730105,,,,,,,,,,,
2010,7303,1,1696.8831,20081106921600,,,27,0,1,1696.8831,20081106921601,,,,,,,,,,,
2010,7304,1,1647.7678,20091002539300,,,27,0,1,1647.7678,20091002539301,,,,,,,,,,,
2010,7304,1,1647.7678,20091002539300,,,27,0,2,1482.554,20091002539302,,,,,,,,,,,
2010,7305,1,1568.2166,20091002539500,,,27,0,1,1493.4624,20091002539501,,,,,,,,,,,
2010,7305,1,1568.2166,20091002539500,,,27,0,2,1568.2166,20091002539502,,,,,,,,,,,
2010,7305,1,1568.2166,20091002539500,,,27,0,3,1797.1909,20091002539503,,,,,,,,,,,
2010,7306,1,1568.2166,20091002539600,,,27,0,1,1647.7678,20091002539601,,,,,,,,,,,
2010,7306,1,1568.2166,20091002539600,,,27,0,2,1568.2166,20091002539602,,,,,,,,,,,
2010,7307,1,1437.1929,20091002539800,,,27,0,1,1437.1929,20091002539801,,,,,,,,,,,
2010,7307,1,1437.1929,20091002539800,,,27,0,2,1514.5245,20091002539802,,,,,,,,,,,
2010,7308,1,1437.1929,20091004689500,,,27,0,1,1437.1929,20091004689501,,,,,,,,,,,
2010,7308,1,1437.1929,20091004689500,,,27,0,2,1650.184,20091004689503,,,,,,,,,,,
2010,7308,1,1437.1929,20091004689500,,,27,0,3,1828.9299,20091004689504,,,,,,,,,,,
2010,7309,1,1664.4412,20091104902800,,,27,0,1,1664.4412,20091104902801,,,,,,,,,,,
2010,7309,1,1664.4412,20091104902800,,,27,0,2,1851.4959,20091104902802,,,,,,,,,,,
2010,7310,1,1724.7776,20091104903000,,,27,0,1,1724.7776,20091104903001,,,,,,,,,,,
2010,7311,1,1842.6552,20091106508100,,,27,0,1,1842.6552,20091106508101,,,,,,,,,,,
2010,7312,1,1567.584,20081203706800,,,27,0,1,1567.584,20081203706801,,,,,,,,,,,
2010,7313,1,1790.2816,20081104498400,,,27,0,1,1790.2816,20081104498401,,,,,,,,,,,
2010,7313,1,1790.2816,20081104498400,,,27,0,2,1412.4426,20081104498402,,,,,,,,,,,
2010,7313,1,1790.2816,20081104498400,,,27,0,3,1344.4373,20081104498403,,,,,,,,,,,
2010,7313,1,1790.2816,20081104498400,,,27,0,4,1732.5655,20081104498404,,,,,,,,,,,
2010,7313,1,1790.2816,20081104498400,,,27,0,5,1260.6923,20081104498405,,,,,,,,,,,
2010,7314,1,1666.841,20081102240800,,,27,0,1,1492.5561,20081102240801,,,,,,,,,,,
2010,7314,1,1666.841,20081102240800,,,27,0,2,1666.841,20081102240802,,,,,,,,,,,
2010,7315,1,1697.3683,20081104498600,,,27,0,1,1576.5732,20081104498601,,,,,,,,,,,
2010,7315,1,1697.3683,20081104498600,,,27,0,2,1697.3683,20081104498602,,,,,,,,,,,
2010,7315,1,1697.3683,20081104498600,,,27,0,3,1292.0907,20081104498603,,,,,,,,,,,
2010,7316,1,1720.5334,20091206732100,,,27,0,1,1720.5334,20091206732101,,,,,,,,,,,
2010,7316,1,1720.5334,20091206732100,,,27,0,2,1690.2452,20091206732102,,,,,,,,,,,
2010,7317,1,1865.293,20091206088100,,,27,0,1,1865.293,20091206088101,,,,,,,,,,,
2010,7317,1,1865.293,20091206088100,,,27,0,2,1635.4036,20091206088102,,,,,,,,,,,
2010,7318,1,1552.339,20091203919400,,,27,0,1,1552.339,20091203919401,,,,,,,,,,,
2010,7318,1,1552.339,20091203919400,,,27,0,2,1559.4516,20091203919402,,,,,,,,,,,
2010,7319,1,1482.554,20081003543900,,,27,0,1,1482.554,20081003543901,,,,,,,,,,,
2010,7320,1,1559.7956,20081105636800,,,27,0,1,1559.7956,20081105636801,,,,,,,,,,,
2010,7321,1,1544.4348,20081102241300,,,27,0,1,1544.4348,20081102241301,,,,,,,,,,,
2010,7322,1,1714.1962,20091203919900,,,27,27123,1,1635.4036,20091203919901,,,,,,,,,,,
2010,7322,1,1714.1962,20091203919900,,,27,27123,2,1714.1962,20091203919902,,,,,,,,,,,
2010,7322,1,1714.1962,20091203919900,,,27,27123,3,2156.0423,20091203919903,,,,,,,,,,,
2010,7323,1,1519.2896,20091206088400,,,27,27123,1,1519.2896,20091206088401,,,,,,,,,,,
2010,7324,1,1559.4516,20081203707700,,,27,27123,1,1559.4516,20081203707701,,,,,,,,,,,
2010,7325,1,1774.8373,20081202520600,,,27,27123,1,1710.6061,20081202520601,,,,,,,,,,,
2010,7325,1,1774.8373,20081202520600,,,27,27123,2,1774.8373,20081202520602,,,,,,,,,,,
2010,7326,1,1852.5088,20091104005400,,,27,27137,1,1852.5088,20091104005401,,,,,,,,,,,
2010,7326,1,1852.5088,20091104005400,,,27,27137,2,1826.6209,20091104005402,,,,,,,,,,,
2010,7326,1,1852.5088,20091104005400,,,27,27137,3,1347.7818,20091104005403,,,,,,,,,,,
2010,7326,1,1852.5088,20091104005400,,,27,27137,4,1736.8755,20091104005404,,,,,,,,,,,
2010,7326,1,1852.5088,20091104005400,,,27,27137,5,1578.7691,20091104005405,,,,,,,,,,,
2010,7326,1,1852.5088,20091104005400,,,27,27137,6,1641.3206,20091104005406,,,,,,,,,,,
2010,7327,1,1553.3388,20081202522800,,,27,0,1,1572.4408,20081202522801,,,,,,,,,,,
2010,7327,1,1553.3388,20081202522800,,,27,0,2,1553.3388,20081202522802,,,,,,,,,,,
2010,7327,1,1553.3388,20081202522800,,,27,0,3,1625.7165,20081202522803,,,,,,,,,,,
2010,7327,1,1553.3388,20081202522800,,,27,0,4,1154.5436,20081202522804,,,,,,,,,,,
2010,7328,1,1770.7325,20091104005800,,,27,0,1,1770.7325,20091104005801,,,,,,,,,,,
2010,7329,1,1584.9716,20091102757200,,,27,0,1,1581.4578,20091102757201,,,,,,,,,,,
2010,7329,1,1584.9716,20091102757200,,,27,0,2,1584.9716,20091102757202,,,,,,,,,,,
2010,7330,1,1720.5334,20081202524400,,,27,27163,1,1720.5334,20081202524401,,,,,,,,,,,
2010,7330,1,1720.5334,20081202524400,,,27,27163,2,1701.9969,20081202524402,,,,,,,,,,,
2010,7330,1,1720.5334,20081202524400,,,27,27163,3,1809.3532,20081202524403,,,,,,,,,,,
2010,7331,1,1214.32,20091003736700,,,27,27163,1,1214.32,20091003736701,,,,,,,,,,,
2010,7331,1,1214.32,20091003736700,,,27,27163,2,1292.4018,20091003736702,,,,,,,,,,,
2010,7332,1,1370.3338,20091005348500,,,27,27163,1,1370.3338,20091005348501,,,,,,,,,,,
2010,7332,1,1370.3338,20091005348500,,,27,27163,2,1355.2544,20091005348502,,,,,,,,,,,
2010,7332,1,1370.3338,20091005348500,,,27,27163,3,1639.7775,20091005348503,,,,,,,,,,,
2010,7333,1,1672.0053,20091104907000,,,27,27163,1,1459.2653,20091104907001,,,,,,,,,,,
2010,7333,1,1672.0053,20091104907000,,,27,27163,2,1672.0053,20091104907002,,,,,,,,,,,
2010,7333,1,1672.0053,20091104907000,,,27,27163,3,1673.1233,20091104907003,,,,,,,,,,,
2010,7333,1,1672.0053,20091104907000,,,27,27163,4,1895.2132,20091104907004,,,,,,,,,,,
2010,7334,1,1795.8284,20091106793900,,,27,27163,1,1664.4412,20091106793901,,,,,,,,,,,
2010,7334,1,1795.8284,20091106793900,,,27,27163,2,1795.8284,20091106793902,,,,,,,,,,,
2010,7334,1,1795.8284,20091106793900,,,27,27163,3,1801.2576,20091106793903,,,,,,,,,,,
2010,7334,1,1795.8284,20091106793900,,,27,27163,4,1306.5443,20091106793904,,,,,,,,,,,
2010,7334,1,1795.8284,20091106793900,,,27,27163,5,1530.4641,20091106793905,,,,,,,,,,,
2010,7335,1,1845.5612,20081205695600,,,27,0,1,1845.5612,20081205695601,,,,,,,,,,,
2010,7335,1,1845.5612,20081205695600,,,27,0,2,1499.1215,20081205695602,,,,,,,,,,,
2010,7335,1,1845.5612,20081205695600,,,27,0,3,1852.8828,20081205695603,,,,,,,,,,,
2010,7335,1,1845.5612,20081205695600,,,27,0,4,1803.7647,20081205695604,,,,,,,,,,,
2010,7336,1,1515.539,20091004695700,,,27,0,1,1592.418,20091004695701,,,,,,,,,,,
2010,7336,1,1515.539,20091004695700,,,27,0,2,1515.539,20091004695702,,,,,,,,,,,
2010,7336,1,1515.539,20091004695700,,,27,0,3,1446.4149,20091004695703,,,,,,,,,,,
2010,7336,1,1515.539,20091004695700,,,27,0,4,1492.1382,20091004695704,,,,,,,,,,,
2010,7337,1,1790.2816,20091104007400,,,27,0,1,1659.3002,20091104007401,,,,,,,,,,,
2010,7337,1,1790.2816,20091104007400,,,27,0,2,1790.2816,20091104007402,,,,,,,,,,,
2010,7337,1,1790.2816,20091104007400,,,27,0,3,1704.5194,20091104007403,,,,,,,,,,,
2010,7337,1,1790.2816,20091104007400,,,27,0,4,1795.6941,20091104007404,,,,,,,,,,,
2010,7337,1,1790.2816,20091104007400,,,27,0,5,1755.0832,20091104007405,,,,,,,,,,,
2010,7337,1,1790.2816,20091104007400,,,27,0,6,1398.9226,20091104007406,,,,,,,,,,,
2010,9107,1,1696.8831,20081105016200,,,27,27003,1,1696.8831,20081105016201,,,,,,,,,,,
2010,9108,1,1661.7826,20081206543000,,,27,27003,1,1661.7826,20081206543001,,,,,,,,,,,
2010,9108,1,1661.7826,20081206543000,,,27,27003,2,1559.4516,20081206543002,,,,,,,,,,,
2010,9110,1,1714.2059,20081205827500,,,27,27003,1,1714.2059,20081205827501,,,,,,,,,,,
2010,9110,1,1714.2059,20081205827500,,,27,27003,2,1576.107,20081205827502,,,,,,,,,,,
2010,9110,1,1714.2059,20081205827500,,,27,27003,3,2127.5419,20081205827503,,,,,,,,,,,
2010,9110,1,1714.2059,20081205827500,,,27,27003,4,1658.2674,20081205827504,,,,,,,,,,,
2010,9110,1,1714.2059,20081205827500,,,27,27003,5,1804.8519,20081205827505,,,,,,,,,,,
2010,9111,1,1641.6219,20081203439100,,,27,0,1,1690.2452,20081203439101,,,,,,,,,,,
2010,9111,1,1641.6219,20081203439100,,,27,0,2,1641.6219,20081203439102,,,,,,,,,,,
2010,9112,1,1432.7539,20081003536800,,,27,0,1,1432.7539,20081003536801,,,,,,,,,,,
2010,9113,1,1580.0761,20081103189000,,,27,0,1,1580.0761,20081103189001,,,,,,,,,,,
2010,9113,1,1580.0761,20081103189000,,,27,0,2,1735.1127,20081103189002,,,,,,,,,,,
2010,9113,1,1580.0761,20081103189000,,,27,0,3,1518.5919,20081103189003,,,,,,,,,,,
2010,9113,1,1580.0761,20081103189000,,,27,0,4,1735.1127,20081103189004,,,,,,,,,,,
2010,9114,1,1548.541,20081205491500,,,27,0,1,1567.584,20081205491501,,,,,,,,,,,
2010,9114,1,1548.541,20081205491500,,,27,0,2,1548.541,20081205491502,,,,,,,,,,,
2010,9115,1,1656.6499,20081203439400,,,27,0,1,1554.6349,20081203439401,,,,,,,,,,,
2010,9115,1,1656.6499,20081203439400,,,27,0,2,1656.6499,20081203439402,,,,,,,,,,,
2010,9116,1,1545.7825,20081003435200,,,27,0,1,1545.7825,20081003435201,,,,,,,,,,,
2010,9116,1,1545.7825,20081003435200,,,27,0,2,1597.3517,20081003435202,,,,,,,,,,,
2010,9116,1,1545.7825,20081003435200,,,27,0,3,1248.4006,20081003435203,,,,,,,,,,,
2010,9116,1,1545.7825,20081003435200,,,27,0,4,1665.7195,20081003435204,,,,,,,,,,,
2010,9121,1,1690.4037,20081003542700,,,27,0,1,1690.4037,20081003542701,,,,,,,,,,,
2010,9122,1,1371.5184,20091002231000,,,27,0,1,1515.8337,20091002231001,,,,,,,,,,,
2010,9122,1,1371.5184,20091002231000,,,27,0,2,1371.5184,20091002231002,,,,,,,,,,,
2010,9122,1,1371.5184,20091002231000,,,27,0,3,1875.4253,20091002231003,,,,,,,,,,,
2010,9123,1,1632.0414,20091002231100,,,27,0,1,1632.0414,20091002231101,,,,,,,,,,,
2010,9124,1,1641.195,20091002231200,,,27,0,1,1641.195,20091002231201,,,,,,,,,,,
2010,9124,1,1641.195,20091002231200,,,27,0,2,1858.6356,20091002231202,,,,,,,,,,,
2010,9125,1,1521.5487,20091002231300,,,27,0,1,1598.7325,20091002231301,,,,,,,,,,,
2010,9125,1,1521.5487,20091002231300,,,27,0,2,1521.5487,20091002231302,,,,,,,,,,,
2010,9128,1,1797.3807,20091104689800,,,27,0,1,1582.8249,20091104689801,,,,,,,,,,,
2010,9128,1,1797.3807,20091104689800,,,27,0,2,1797.3807,20091104689802,,,,,,,,,,,
2010,9129,1,1787.8203,20091105725500,,,27,0,1,1787.8203,20091105725501,,,,,,,,,,,
2010,9130,1,1656.6499,20091205273600,,,27,0,1,1656.6499,20091205273601,,,,,,,,,,,
2010,9130,1,1656.6499,20091205273600,,,27,0,2,1636.5514,20091205273602,,,,,,,,,,,
2010,9130,1,1656.6499,20091205273600,,,27,0,3,1721.6503,20091205273603,,,,,,,,,,,
2010,9131,1,1685.0245,20091205273700,,,27,0,1,1685.0245,20091205273701,,,,,,,,,,,
2010,9132,1,1683.7271,20081003517700,,,27,0,1,1683.7271,20081003517701,,,,,,,,,,,
2010,9132,1,1683.7271,20081003517700,,,27,0,2,1289.5083,20081003517702,,,,,,,,,,,
2010,9133,1,1347.4467,20081003525000,,,27,0,1,1422.8683,20081003525001,,,,,,,,,,,
2010,9133,1,1347.4467,20081003525000,,,27,0,2,1347.4467,20081003525002,,,,,,,,,,,
2010,9139,1,1688.9438,20081003427400,,,27,27037,1,1688.9438,20081003427401,,,,,,,,,,,
2010,9140,1,1688.9438,20081003433600,,,27,27037,1,1688.9438,20081003433601,,,,,,,,,,,
2010,9141,1,1520.2345,20081003488900,,,27,27037,1,1520.2345,20081003488901,,,,,,,,,,,
2010,9141,1,1520.2345,20081003488900,,,27,27037,2,1234.6842,20081003488903,,,,,,,,,,,
2010,9141,1,1520.2345,20081003488900,,,27,27037,3,1416.5668,20081003488902,,,,,,,,,,,
2010,9142,1,1498.7906,20081205492000,,,27,27037,1,1498.7906,20081205492001,,,,,,,,,,,
2010,9143,1,1597.3517,20091006661800,,,27,27037,1,1597.3517,20091006661801,,,,,,,,,,,
2010,9144,1,1357.6016,20091002233200,,,27,27037,1,1316.2913,20091002233201,,,,,,,,,,,
2010,9144,1,1357.6016,20091002233200,,,27,27037,2,1357.6016,20091002233202,,,,,,,,,,,
2010,9145,1,1214.32,20091002233400,,,27,27037,1,1214.32,20091002233401,,,,,,,,,,,
2010,9146,1,1799.2773,20091203615100,,,27,0,1,1799.2773,20091203615101,,,,,,,,,,,
2010,9146,1,1799.2773,20091203615100,,,27,0,2,1721.6503,20091203615102,,,,,,,,,,,
2010,9146,1,1799.2773,20091203615100,,,27,0,3,1803.7647,20091203615103,,,,,,,,,,,
2010,9146,1,1799.2773,20091203615100,,,27,0,4,1643.8165,20091203615104,,,,,,,,,,,
2010,9146,1,1799.2773,20091203615100,,,27,0,5,2060.9762,20091203615105,,,,,,,,,,,
2010,9146,1,1799.2773,20091203615100,,,27,0,6,2133.3948,20091203615106,,,,,,,,,,,
2010,9148,1,1472.3248,20081003407600,,,27,0,1,1472.3248,20081003407601,,,,,,,,,,,
2010,9149,1,1886.6551,20081003415300,,,27,0,1,1886.6551,20081003415301,,,,,,,,,,,
2010,9150,1,1432.2234,20081003418600,,,27,0,1,1432.2234,20081003418601,,,,,,,,,,,
2010,9151,1,1400.4506,20081003402500,,,27,0,1,1400.4506,20081003402501,,,,,,,,,,,
2010,9152,1,1672.0053,20081101944100,,,27,0,1,1497.1804,20081101944101,,,,,,,,,,,
2010,9152,1,1672.0053,20081101944100,,,27,0,2,1672.0053,20081101944102,,,,,,,,,,,
2010,9152,1,1672.0053,20081101944100,,,27,0,3,1559.9235,20081101944103,,,,,,,,,,,
2010,9153,1,1827.8505,20090104275200,,,27,0,1,1616.6583,20090104275201,,,,,,,,,,,
2010,9153,1,1827.8505,20090104275200,,,27,0,2,1827.8505,20090104275202,,,,,,,,,,,
2010,9154,1,1694.9728,20090102146400,,,27,0,1,1809.8863,20090102146401,,,,,,,,,,,
